"Accession.New","MouseGeneName","ProteinID","Description","Sample1","Sample2","Sample3","Sample4","Sample5","10lgP","UniquePeptide","Accession.Number.ori","Accession.Number"
"MLEC_MOUSE","Mlec","Q6ZQI3","Malectin OS=Mus musculus GN=Mlec PE=1 SV=2",2,3,5,1,2,146.61,6,"Q6ZQI3|MLEC_MOUSE","MLEC_MOUSE"
"CNPY2_MOUSE","Cnpy2","Q9QXT0","Protein canopy homolog 2 OS=Mus musculus GN=Cnpy2 PE=1 SV=1",1,2,2,5,2,146.6,3,"Q9QXT0|CNPY2_MOUSE","CNPY2_MOUSE"
"DNJA1_MOUSE","Dnaja1","P63037","DnaJ homolog subfamily A member 1 OS=Mus musculus GN=Dnaja1 PE=1 SV=1",2,1,3,4,3,146.48,3,"P63037|DNJA1_MOUSE","DNJA1_MOUSE"
"FKB1A_MOUSE","Fkbp1a","P26883","Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus GN=Fkbp1a PE=1 SV=2",3,1,1,2,2,146.45,4,"P26883|FKB1A_MOUSE","FKB1A_MOUSE"
"PSMD8_MOUSE","Psmd8","Q9CX56","26S proteasome non-ATPase regulatory subunit 8 OS=Mus musculus GN=Psmd8 PE=1 SV=2",1,0,1,2,2,146.22,4,"Q9CX56|PSMD8_MOUSE","PSMD8_MOUSE"
"QCR6_MOUSE","Uqcrh","P99028","Cytochrome b-c1 complex subunit 6  mitochondrial OS=Mus musculus GN=Uqcrh PE=1 SV=2",1,2,0,1,3,146.05,3,"P99028|QCR6_MOUSE","QCR6_MOUSE"
"HMGA1_MOUSE","Hmga1","P17095","High mobility group protein HMG-I/HMG-Y OS=Mus musculus GN=Hmga1 PE=1 SV=4",2,2,1,1,1,145.8,2,"P17095|HMGA1_MOUSE","HMGA1_MOUSE"
"AQP1_MOUSE","Aqp1","Q02013","Aquaporin-1 OS=Mus musculus GN=Aqp1 PE=1 SV=3",2,3,3,2,2,145.7,2,"Q02013|AQP1_MOUSE","AQP1_MOUSE"
"SPRC_MOUSE","Sparc","P07214","SPARC OS=Mus musculus GN=Sparc PE=1 SV=1",2,2,1,3,1,145.3,5,"P07214|SPRC_MOUSE","SPRC_MOUSE"
"GORS2_MOUSE","Gorasp2","Q99JX3","Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3",2,1,1,2,2,145.08,3,"Q99JX3|GORS2_MOUSE","GORS2_MOUSE"
"PRS10_MOUSE","Psmc6","P62334","26S proteasome regulatory subunit 10B OS=Mus musculus GN=Psmc6 PE=1 SV=1",1,2,1,2,4,144.76,5,"P62334|PRS10_MOUSE","PRS10_MOUSE"
"RDH11_MOUSE","Rdh11","Q9QYF1","Retinol dehydrogenase 11 OS=Mus musculus GN=Rdh11 PE=1 SV=2",3,2,2,0,1,144.72,5,"Q9QYF1|RDH11_MOUSE","RDH11_MOUSE"
"CO4A2_MOUSE","Col4a2","P08122","Collagen alpha-2(IV) chain OS=Mus musculus GN=Col4a2 PE=1 SV=4",1,1,2,3,2,144.63,5,"P08122|CO4A2_MOUSE","CO4A2_MOUSE"
"MTPN_MOUSE","Mtpn","P62774","Myotrophin OS=Mus musculus GN=Mtpn PE=1 SV=2",2,3,0,2,3,144.42,2,"P62774|MTPN_MOUSE","MTPN_MOUSE"
"SF3A3_MOUSE","Sf3a3","Q9D554","Splicing factor 3A subunit 3 OS=Mus musculus GN=Sf3a3 PE=1 SV=2",2,3,3,1,1,144.25,4,"Q9D554|SF3A3_MOUSE","SF3A3_MOUSE"
"CRTAP_MOUSE","Crtap","Q9CYD3","Cartilage-associated protein OS=Mus musculus GN=Crtap PE=1 SV=3",2,1,1,1,2,143.99,4,"Q9CYD3|CRTAP_MOUSE","CRTAP_MOUSE"
"CUL7_MOUSE","Cul7","Q8VE73","Cullin-7 OS=Mus musculus GN=Cul7 PE=1 SV=2",3,1,2,2,3,143.94,4,"Q8VE73|CUL7_MOUSE","CUL7_MOUSE"
"CH10_MOUSE","Hspe1","Q64433","10 kDa heat shock protein  mitochondrial OS=Mus musculus GN=Hspe1 PE=1 SV=2",5,1,4,5,5,143.53,6,"Q64433|CH10_MOUSE","CH10_MOUSE"
"DDX58_MOUSE","Ddx58","Q6Q899","Probable ATP-dependent RNA helicase DDX58 OS=Mus musculus GN=Ddx58 PE=1 SV=2",2,3,1,3,1,143.51,3,"Q6Q899|DDX58_MOUSE","DDX58_MOUSE"
"RAB35_MOUSE","Rab35","Q6PHN9","Ras-related protein Rab-35 OS=Mus musculus GN=Rab35 PE=1 SV=1",2,2,5,1,1,143.27,2,"Q6PHN9|RAB35_MOUSE","RAB35_MOUSE"
"RS23_MOUSE","Rps23","P62267","40S ribosomal protein S23 OS=Mus musculus GN=Rps23 PE=1 SV=3",3,3,12,4,4,143.19,3,"P62267|RS23_MOUSE","RS23_MOUSE"
"PR2A1_MOUSE","Prl2a1","Q9JHK0","Prolactin-2A1 OS=Mus musculus GN=Prl2a1 PE=2 SV=1",2,1,1,1,3,143.08,3,"Q9JHK0|PR2A1_MOUSE","PR2A1_MOUSE"
"AAKG1_MOUSE","Prkag1","O54950","5'-AMP-activated protein kinase subunit gamma-1 OS=Mus musculus GN=Prkag1 PE=1 SV=2",4,2,2,3,3,142.9,3,"O54950|AAKG1_MOUSE","AAKG1_MOUSE"
"AFAD_MOUSE","Afdn","Q9QZQ1","Afadin OS=Mus musculus GN=Afdn PE=1 SV=3",0,1,2,2,2,142.76,5,"Q9QZQ1|AFAD_MOUSE","AFAD_MOUSE"
"GLRX5_MOUSE","Glrx5","Q80Y14","Glutaredoxin-related protein 5  mitochondrial OS=Mus musculus GN=Glrx5 PE=1 SV=2",2,2,1,1,1,142.29,3,"Q80Y14|GLRX5_MOUSE","GLRX5_MOUSE"
"SNP23_MOUSE","Snap23","O09044","Synaptosomal-associated protein 23 OS=Mus musculus GN=Snap23 PE=1 SV=1",3,1,2,1,2,142.2,3,"O09044|SNP23_MOUSE","SNP23_MOUSE"
"SAE1_MOUSE","Sae1","Q9R1T2","SUMO-activating enzyme subunit 1 OS=Mus musculus GN=Sae1 PE=1 SV=1",2,1,2,3,2,142.1,2,"Q9R1T2|SAE1_MOUSE","SAE1_MOUSE"
"CHMP5_MOUSE","Chmp5","Q9D7S9","Charged multivesicular body protein 5 OS=Mus musculus GN=Chmp5 PE=1 SV=1",1,2,0,2,2,141.95,3,"Q9D7S9|CHMP5_MOUSE","CHMP5_MOUSE"
"PPGB_MOUSE","Ctsa","P16675","Lysosomal protective protein OS=Mus musculus GN=Ctsa PE=1 SV=1",2,2,3,1,2,141.81,3,"P16675|PPGB_MOUSE","PPGB_MOUSE"
"MESD_MOUSE","Mesd","Q9ERE7","LRP chaperone MESD OS=Mus musculus GN=Mesd PE=1 SV=1",2,2,2,1,1,141.65,3,"Q9ERE7|MESD_MOUSE","MESD_MOUSE"
"DREB_MOUSE","Dbn1","Q9QXS6","Drebrin OS=Mus musculus GN=Dbn1 PE=1 SV=4",1,2,0,1,1,141.59,4,"Q9QXS6|DREB_MOUSE","DREB_MOUSE"
"CX6A1_MOUSE","Cox6a1","P43024","Cytochrome c oxidase subunit 6A1  mitochondrial OS=Mus musculus GN=Cox6a1 PE=1 SV=2",5,1,2,2,4,141.53,4,"P43024|CX6A1_MOUSE","CX6A1_MOUSE"
"PRC2C_MOUSE","Prrc2c","Q3TLH4","Protein PRRC2C OS=Mus musculus GN=Prrc2c PE=1 SV=3",2,0,1,1,1,141.52,4,"Q3TLH4|PRC2C_MOUSE","PRC2C_MOUSE"
"CSN4_MOUSE","Cops4","O88544","COP9 signalosome complex subunit 4 OS=Mus musculus GN=Cops4 PE=1 SV=1",1,1,1,1,1,141.43,5,"O88544|CSN4_MOUSE","CSN4_MOUSE"
"MEST_MOUSE","Mest","Q07646","Mesoderm-specific transcript protein OS=Mus musculus GN=Mest PE=2 SV=1",4,2,0,2,1,141.25,3,"Q07646|MEST_MOUSE","MEST_MOUSE"
"STX12_MOUSE","Stx12","Q9ER00","Syntaxin-12 OS=Mus musculus GN=Stx12 PE=1 SV=1",1,1,1,3,2,140.83,3,"Q9ER00|STX12_MOUSE","STX12_MOUSE"
"TEBP_MOUSE","Ptges3","Q9R0Q7","Prostaglandin E synthase 3 OS=Mus musculus GN=Ptges3 PE=1 SV=1",4,3,1,3,3,140.78,3,"Q9R0Q7|TEBP_MOUSE","TEBP_MOUSE"
"SYFB_MOUSE","Farsb","Q9WUA2","Phenylalanine--tRNA ligase beta subunit OS=Mus musculus GN=Farsb PE=1 SV=2",3,4,2,2,1,140.65,7,"Q9WUA2|SYFB_MOUSE","SYFB_MOUSE"
"VP26A_MOUSE","Vps26a","P40336","Vacuolar protein sorting-associated protein 26A OS=Mus musculus GN=Vps26a PE=1 SV=1",2,2,0,2,1,140.44,4,"P40336|VP26A_MOUSE","VP26A_MOUSE"
"HCD2_MOUSE","Hsd17b10","O08756","3-hydroxyacyl-CoA dehydrogenase type-2 OS=Mus musculus GN=Hsd17b10 PE=1 SV=4",3,1,3,0,2,140.44,3,"O08756|HCD2_MOUSE","HCD2_MOUSE"
"SAP3_MOUSE","Gm2a","Q60648","Ganglioside GM2 activator OS=Mus musculus GN=Gm2a PE=1 SV=2",1,2,0,3,4,140.16,4,"Q60648|SAP3_MOUSE","SAP3_MOUSE"
"SBP1_MOUSE","Selenbp1","P17563","Selenium-binding protein 1 OS=Mus musculus GN=Selenbp1 PE=1 SV=2",0,2,1,2,1,140.04,5,"P17563|SBP1_MOUSE","SBP1_MOUSE"
"SBP2_MOUSE","Selenbp2","Q63836","Selenium-binding protein 2 OS=Mus musculus GN=Selenbp2 PE=1 SV=2",0,2,1,2,1,140.04,5,"Q63836|SBP2_MOUSE","SBP2_MOUSE"
"RS11_MOUSE","Rps11","P62281","40S ribosomal protein S11 OS=Mus musculus GN=Rps11 PE=1 SV=3",5,4,2,3,4,138.81,4,"P62281|RS11_MOUSE","RS11_MOUSE"
"PP6R3_MOUSE","Ppp6r3","Q922D4","Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Mus musculus GN=Ppp6r3 PE=1 SV=1",2,2,0,1,1,138.68,2,"Q922D4|PP6R3_MOUSE","PP6R3_MOUSE"
"RS19_MOUSE","Rps19","Q9CZX8","40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3",3,5,2,2,5,138.26,7,"Q9CZX8|RS19_MOUSE","RS19_MOUSE"
"DYL1_MOUSE","Dynll1","P63168","Dynein light chain 1  cytoplasmic OS=Mus musculus GN=Dynll1 PE=1 SV=1",2,3,2,2,3,138.19,2,"P63168|DYL1_MOUSE","DYL1_MOUSE"
"ASAH1_MOUSE","Asah1","Q9WV54","Acid ceramidase OS=Mus musculus GN=Asah1 PE=1 SV=1",1,1,2,3,2,138.11,3,"Q9WV54|ASAH1_MOUSE","ASAH1_MOUSE"
"HA11_MOUSE","H2-D1","P01899","H-2 class I histocompatibility antigen  D-B alpha chain OS=Mus musculus GN=H2-D1 PE=1 SV=2",4,4,2,3,4,137.7,3,"P01899|HA11_MOUSE","HA11_MOUSE"
"LRRF1_MOUSE","Lrrfip1","Q3UZ39","Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus GN=Lrrfip1 PE=1 SV=2",1,1,0,1,2,137.14,2,"Q3UZ39|LRRF1_MOUSE","LRRF1_MOUSE"
"SPTC2_MOUSE","Sptlc2","P97363","Serine palmitoyltransferase 2 OS=Mus musculus GN=Sptlc2 PE=1 SV=2",0,2,2,2,1,136.46,3,"P97363|SPTC2_MOUSE","SPTC2_MOUSE"
"HMGB2_MOUSE","Hmgb2","P30681","High mobility group protein B2 OS=Mus musculus GN=Hmgb2 PE=1 SV=3",2,1,1,1,2,136.3,3,"P30681|HMGB2_MOUSE","HMGB2_MOUSE"
"AT2B1_MOUSE","Atp2b1","G5E829","Plasma membrane calcium-transporting ATPase 1 OS=Mus musculus GN=Atp2b1 PE=1 SV=1",1,0,2,1,2,136.08,2,"G5E829|AT2B1_MOUSE","AT2B1_MOUSE"
"AT2B4_MOUSE","Atp2b4","Q6Q477","Plasma membrane calcium-transporting ATPase 4 OS=Mus musculus GN=Atp2b4 PE=1 SV=1",1,0,2,1,2,136.08,2,"Q6Q477|AT2B4_MOUSE","AT2B4_MOUSE"
"NSF_MOUSE","Nsf","P46460","Vesicle-fusing ATPase OS=Mus musculus GN=Nsf PE=1 SV=2",1,1,0,3,1,135.94,4,"P46460|NSF_MOUSE","NSF_MOUSE"
"DHX15_MOUSE","Dhx15","O35286","Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Mus musculus GN=Dhx15 PE=1 SV=2",2,1,3,3,3,135.9,5,"O35286|DHX15_MOUSE","DHX15_MOUSE"
"CHD4_MOUSE","Chd4","Q6PDQ2","Chromodomain-helicase-DNA-binding protein 4 OS=Mus musculus GN=Chd4 PE=1 SV=1",0,1,1,1,2,135.69,3,"Q6PDQ2|CHD4_MOUSE","CHD4_MOUSE"
"PRS8_MOUSE","Psmc5","P62196","26S proteasome regulatory subunit 8 OS=Mus musculus GN=Psmc5 PE=1 SV=1",2,3,3,2,1,135.69,5,"P62196|PRS8_MOUSE","PRS8_MOUSE"
"RS24_MOUSE","Rps24","P62849","40S ribosomal protein S24 OS=Mus musculus GN=Rps24 PE=1 SV=1",3,2,2,2,2,135.5,4,"P62849|RS24_MOUSE","RS24_MOUSE"
"ADA10_MOUSE","Adam10","O35598","Disintegrin and metalloproteinase domain-containing protein 10 OS=Mus musculus GN=Adam10 PE=1 SV=2",2,1,2,1,0,135.13,3,"O35598|ADA10_MOUSE","ADA10_MOUSE"
"S10A1_MOUSE","S100a1","P56565","Protein S100-A1 OS=Mus musculus GN=S100a1 PE=1 SV=2",1,2,2,2,3,134.78,3,"P56565|S10A1_MOUSE","S10A1_MOUSE"
"TPSN_MOUSE","Tapbp","Q9R233","Tapasin OS=Mus musculus GN=Tapbp PE=1 SV=2",2,0,2,1,1,134.72,2,"Q9R233|TPSN_MOUSE","TPSN_MOUSE"
"LIMA1_MOUSE","Lima1","Q9ERG0","LIM domain and actin-binding protein 1 OS=Mus musculus GN=Lima1 PE=1 SV=3",3,1,3,2,1,134.71,3,"Q9ERG0|LIMA1_MOUSE","LIMA1_MOUSE"
"CDV3_MOUSE","Cdv3","Q4VAA2","Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=2",1,3,1,1,3,134.7,3,"Q4VAA2|CDV3_MOUSE","CDV3_MOUSE"
"BROX_MOUSE","Brox","Q8K2Q7","BRO1 domain-containing protein BROX OS=Mus musculus GN=Brox PE=1 SV=1",2,3,2,3,3,134.31,3,"Q8K2Q7|BROX_MOUSE","BROX_MOUSE"
"PLET1_MOUSE","Plet1","Q8VEN2","Placenta-expressed transcript 1 protein OS=Mus musculus GN=Plet1 PE=1 SV=1",3,2,1,3,1,134.21,2,"Q8VEN2|PLET1_MOUSE","PLET1_MOUSE"
"UPP1_MOUSE","Upp1","P52624","Uridine phosphorylase 1 OS=Mus musculus GN=Upp1 PE=1 SV=2",1,2,2,1,1,134.18,3,"P52624|UPP1_MOUSE","UPP1_MOUSE"
"DUS3_MOUSE","Dusp3","Q9D7X3","Dual specificity protein phosphatase 3 OS=Mus musculus GN=Dusp3 PE=1 SV=1",0,1,1,2,2,134.17,3,"Q9D7X3|DUS3_MOUSE","DUS3_MOUSE"
"ARF6_MOUSE","Arf6","P62331","ADP-ribosylation factor 6 OS=Mus musculus GN=Arf6 PE=1 SV=2",2,2,1,1,1,134.11,4,"P62331|ARF6_MOUSE","ARF6_MOUSE"
"FXR1_MOUSE","Fxr1","Q61584","Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1 PE=1 SV=2",2,2,2,2,2,133.92,3,"Q61584|FXR1_MOUSE","FXR1_MOUSE"
"PLAP_MOUSE","Plaa","P27612","Phospholipase A-2-activating protein OS=Mus musculus GN=Plaa PE=1 SV=4",1,1,1,2,1,133.68,2,"P27612|PLAP_MOUSE","PLAP_MOUSE"
"CSN2_MOUSE","Cops2","P61202","COP9 signalosome complex subunit 2 OS=Mus musculus GN=Cops2 PE=1 SV=1",2,1,1,1,3,133.55,3,"P61202|CSN2_MOUSE","CSN2_MOUSE"
"SCAM3_MOUSE","Scamp3","O35609","Secretory carrier-associated membrane protein 3 OS=Mus musculus GN=Scamp3 PE=1 SV=3",1,1,2,1,1,133.34,3,"O35609|SCAM3_MOUSE","SCAM3_MOUSE"
"EIF3G_MOUSE","Eif3g","Q9Z1D1","Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus GN=Eif3g PE=1 SV=2",2,4,2,0,1,133.25,4,"Q9Z1D1|EIF3G_MOUSE","EIF3G_MOUSE"
"SMRC1_MOUSE","Smarcc1","P97496","SWI/SNF complex subunit SMARCC1 OS=Mus musculus GN=Smarcc1 PE=1 SV=2",2,3,0,1,4,133,3,"P97496|SMRC1_MOUSE","SMRC1_MOUSE"
"COPZ1_MOUSE","Copz1","P61924","Coatomer subunit zeta-1 OS=Mus musculus GN=Copz1 PE=1 SV=1",1,1,3,2,1,132.85,2,"P61924|COPZ1_MOUSE","COPZ1_MOUSE"
"NDRG1_MOUSE","Ndrg1","Q62433","Protein NDRG1 OS=Mus musculus GN=Ndrg1 PE=1 SV=1",3,1,0,1,1,132.85,3,"Q62433|NDRG1_MOUSE","NDRG1_MOUSE"
"PSA_MOUSE","Npepps","Q11011","Puromycin-sensitive aminopeptidase OS=Mus musculus GN=Npepps PE=1 SV=2",1,1,2,4,1,132.69,5,"Q11011|PSA_MOUSE","PSA_MOUSE"
"HNRPC_MOUSE","Hnrnpc","Q9Z204","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus GN=Hnrnpc PE=1 SV=1",4,4,4,3,3,132.55,5,"Q9Z204|HNRPC_MOUSE","HNRPC_MOUSE"
"DDX1_MOUSE","Ddx1","Q91VR5","ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1",3,2,2,0,1,132.38,2,"Q91VR5|DDX1_MOUSE","DDX1_MOUSE"
"RL19_MOUSE","Rpl19","P84099","60S ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=1 SV=1",2,3,1,4,5,132.27,2,"P84099|RL19_MOUSE","RL19_MOUSE"
"COPD_MOUSE","Arcn1","Q5XJY5","Coatomer subunit delta OS=Mus musculus GN=Arcn1 PE=1 SV=2",1,1,1,1,2,132.26,5,"Q5XJY5|COPD_MOUSE","COPD_MOUSE"
"CYB5B_MOUSE","Cyb5b","Q9CQX2","Cytochrome b5 type B OS=Mus musculus GN=Cyb5b PE=1 SV=1",1,1,2,2,1,132.01,2,"Q9CQX2|CYB5B_MOUSE","CYB5B_MOUSE"
"IRGM1_MOUSE","Irgm1","Q60766","Immunity-related GTPase family M protein 1 OS=Mus musculus GN=Irgm1 PE=1 SV=1",3,1,2,1,1,131.96,3,"Q60766|IRGM1_MOUSE","IRGM1_MOUSE"
"COTL1_MOUSE","Cotl1","Q9CQI6","Coactosin-like protein OS=Mus musculus GN=Cotl1 PE=1 SV=3",2,1,2,3,3,131.54,3,"Q9CQI6|COTL1_MOUSE","COTL1_MOUSE"
"SMD2_MOUSE","Snrpd2","P62317","Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus GN=Snrpd2 PE=1 SV=1",1,1,0,1,1,131.54,2,"P62317|SMD2_MOUSE","SMD2_MOUSE"
"SIAS_MOUSE","Nans","Q99J77","Sialic acid synthase OS=Mus musculus GN=Nans PE=1 SV=1",2,2,2,1,0,131.12,3,"Q99J77|SIAS_MOUSE","SIAS_MOUSE"
"PCYOX_MOUSE","Pcyox1","Q9CQF9","Prenylcysteine oxidase OS=Mus musculus GN=Pcyox1 PE=1 SV=1",2,3,1,1,2,130.94,2,"Q9CQF9|PCYOX_MOUSE","PCYOX_MOUSE"
"BLVRB_MOUSE","Blvrb","Q923D2","Flavin reductase (NADPH) OS=Mus musculus GN=Blvrb PE=1 SV=3",1,2,1,2,3,130.85,2,"Q923D2|BLVRB_MOUSE","BLVRB_MOUSE"
"SCRB2_MOUSE","Scarb2","O35114","Lysosome membrane protein 2 OS=Mus musculus GN=Scarb2 PE=1 SV=3",5,4,2,4,3,130.76,3,"O35114|SCRB2_MOUSE","SCRB2_MOUSE"
"ZWINT_MOUSE","Zwint","Q9CQU5","ZW10 interactor OS=Mus musculus GN=Zwint PE=1 SV=1",3,2,0,1,1,129.99,2,"Q9CQU5|ZWINT_MOUSE","ZWINT_MOUSE"
"RS16_MOUSE","Rps16","P14131","40S ribosomal protein S16 OS=Mus musculus GN=Rps16 PE=1 SV=4",2,5,2,5,5,129.59,7,"P14131|RS16_MOUSE","RS16_MOUSE"
"TRY2_MOUSE","Prss2","P07146","Anionic trypsin-2 OS=Mus musculus GN=Prss2 PE=1 SV=1",2,0,2,4,5,129.5,6,"P07146|TRY2_MOUSE","TRY2_MOUSE"
"GNA11_MOUSE","Gna11","P21278","Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus GN=Gna11 PE=1 SV=1",4,1,2,1,1,129.44,3,"P21278|GNA11_MOUSE","GNA11_MOUSE"
"DAZP1_MOUSE","Dazap1","Q9JII5","DAZ-associated protein 1 OS=Mus musculus GN=Dazap1 PE=1 SV=2",2,1,1,2,1,129.27,3,"Q9JII5|DAZP1_MOUSE","DAZP1_MOUSE"
"RAB6A_MOUSE","Rab6a","P35279","Ras-related protein Rab-6A OS=Mus musculus GN=Rab6a PE=1 SV=4",2,3,6,3,2,128.58,4,"P35279|RAB6A_MOUSE","RAB6A_MOUSE"
"NU188_MOUSE","Nup188","Q6ZQH8","Nucleoporin NUP188 homolog OS=Mus musculus GN=Nup188 PE=1 SV=2",3,1,2,1,1,128.46,3,"Q6ZQH8|NU188_MOUSE","NU188_MOUSE"
"ISOC1_MOUSE","Isoc1","Q91V64","Isochorismatase domain-containing protein 1 OS=Mus musculus GN=Isoc1 PE=1 SV=1",2,0,1,1,1,128.32,3,"Q91V64|ISOC1_MOUSE","ISOC1_MOUSE"
"ERF3A_MOUSE","Gspt1","Q8R050","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus GN=Gspt1 PE=1 SV=2",2,1,1,1,0,128.17,2,"Q8R050|ERF3A_MOUSE","ERF3A_MOUSE"
"AT5F1_MOUSE","Atp5f1","Q9CQQ7","ATP synthase F(0) complex subunit B1  mitochondrial OS=Mus musculus GN=Atp5f1 PE=1 SV=1",5,4,4,5,5,128.07,4,"Q9CQQ7|AT5F1_MOUSE","AT5F1_MOUSE"
"CP20A_MOUSE","Cyp20a1","Q8BKE6","Cytochrome P450 20A1 OS=Mus musculus GN=Cyp20a1 PE=1 SV=1",0,1,1,2,1,128.05,3,"Q8BKE6|CP20A_MOUSE","CP20A_MOUSE"
"SYYC_MOUSE","Yars","Q91WQ3","Tyrosine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Yars PE=1 SV=3",4,2,4,2,1,127.99,5,"Q91WQ3|SYYC_MOUSE","SYYC_MOUSE"
"IPO9_MOUSE","Ipo9","Q91YE6","Importin-9 OS=Mus musculus GN=Ipo9 PE=1 SV=3",3,2,2,2,1,127.96,4,"Q91YE6|IPO9_MOUSE","IPO9_MOUSE"
"NOP58_MOUSE","Nop58","Q6DFW4","Nucleolar protein 58 OS=Mus musculus GN=Nop58 PE=1 SV=1",3,1,2,0,1,127.95,3,"Q6DFW4|NOP58_MOUSE","NOP58_MOUSE"
"CALL3_MOUSE","Calml3","Q9D6P8","Calmodulin-like protein 3 OS=Mus musculus GN=Calml3 PE=2 SV=1",3,2,0,2,6,127.84,2,"Q9D6P8|CALL3_MOUSE","CALL3_MOUSE"
"RS15A_MOUSE","Rps15a","P62245","40S ribosomal protein S15a OS=Mus musculus GN=Rps15a PE=1 SV=2",2,2,2,4,3,127.76,4,"P62245|RS15A_MOUSE","RS15A_MOUSE"
"SUCA_MOUSE","Suclg1","Q9WUM5","Succinate--CoA ligase [ADP/GDP-forming] subunit alpha  mitochondrial OS=Mus musculus GN=Suclg1 PE=1 SV=4",2,1,1,2,2,127.59,2,"Q9WUM5|SUCA_MOUSE","SUCA_MOUSE"
"CREL2_MOUSE","Creld2","Q9CYA0","Cysteine-rich with EGF-like domain protein 2 OS=Mus musculus GN=Creld2 PE=1 SV=1",2,1,1,1,1,127.12,3,"Q9CYA0|CREL2_MOUSE","CREL2_MOUSE"
"AMPL_MOUSE","Lap3","Q9CPY7","Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3",2,1,1,1,2,126.77,3,"Q9CPY7|AMPL_MOUSE","AMPL_MOUSE"
"LIMS1_MOUSE","Lims1","Q99JW4","LIM and senescent cell antigen-like-containing domain protein 1 OS=Mus musculus GN=Lims1 PE=1 SV=3",3,2,2,0,1,126.72,4,"Q99JW4|LIMS1_MOUSE","LIMS1_MOUSE"
"MOB1B_MOUSE","Mob1b","Q8BPB0","MOB kinase activator 1B OS=Mus musculus GN=Mob1b PE=1 SV=3",3,1,1,0,2,126.67,3,"Q8BPB0|MOB1B_MOUSE","MOB1B_MOUSE"
"MOB1A_MOUSE","Mob1a","Q921Y0","MOB kinase activator 1A OS=Mus musculus GN=Mob1a PE=2 SV=3",3,1,1,0,2,126.67,3,"Q921Y0|MOB1A_MOUSE","MOB1A_MOUSE"
"CATJ_MOUSE","Ctsj","Q9R014","Cathepsin J OS=Mus musculus GN=Ctsj PE=2 SV=2",1,3,2,1,1,126.06,3,"Q9R014|CATJ_MOUSE","CATJ_MOUSE"
"VATE1_MOUSE","Atp6v1e1","P50518","V-type proton ATPase subunit E 1 OS=Mus musculus GN=Atp6v1e1 PE=1 SV=2",2,2,1,1,2,125.52,4,"P50518|VATE1_MOUSE","VATE1_MOUSE"
"VAPB_MOUSE","Vapb","Q9QY76","Vesicle-associated membrane protein-associated protein B OS=Mus musculus GN=Vapb PE=1 SV=3",2,2,1,0,1,125.46,3,"Q9QY76|VAPB_MOUSE","VAPB_MOUSE"
"PURA1_MOUSE","Adssl1","P28650","Adenylosuccinate synthetase isozyme 1 OS=Mus musculus GN=Adssl1 PE=1 SV=2",2,2,1,3,1,125.15,4,"P28650|PURA1_MOUSE","PURA1_MOUSE"
"DC1I2_MOUSE","Dync1i2","O88487","Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=1 SV=1",1,1,0,2,1,125.12,3,"O88487|DC1I2_MOUSE","DC1I2_MOUSE"
"MIC27_MOUSE","Apool","Q78IK4","MICOS complex subunit Mic27 OS=Mus musculus GN=Apool PE=1 SV=1",2,1,0,1,1,125.12,2,"Q78IK4|MIC27_MOUSE","MIC27_MOUSE"
"RL11_MOUSE","Rpl11","Q9CXW4","60S ribosomal protein L11 OS=Mus musculus GN=Rpl11 PE=1 SV=4",2,1,2,1,3,124.32,4,"Q9CXW4|RL11_MOUSE","RL11_MOUSE"
"GRB2_MOUSE","Grb2","Q60631","Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1",2,1,2,0,2,124.26,3,"Q60631|GRB2_MOUSE","GRB2_MOUSE"
"CD9_MOUSE","Cd9","P40240","CD9 antigen OS=Mus musculus GN=Cd9 PE=1 SV=2",1,1,2,2,1,124.12,2,"P40240|CD9_MOUSE","CD9_MOUSE"
"JAM1_MOUSE","F11r","O88792","Junctional adhesion molecule A OS=Mus musculus GN=F11r PE=1 SV=2",1,2,1,1,2,124.1,2,"O88792|JAM1_MOUSE","JAM1_MOUSE"
