#,Visible?,Starred?,Identified Proteins (1467),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,BioSample 1,BioSample 2,BioSample 3,BioSample 4,BioSample 5,MP
1188,TRUE,Empty,Histone-arginine methyltransferase CARM1 OS=Mus musculus OX=10090 GN=Carm1 PE=1 SV=1,D3YUP1_MOUSE (+2),,70 kDa,,unknown,2,2,2,0,2,1.6
779,TRUE,Empty,Cytidine deaminase OS=Mus musculus OX=10090 GN=Cda PE=1 SV=2,CDD_MOUSE,,16 kDa,,unknown,3,0,0,2,2,1.4
857,TRUE,Empty,Cysteine-rich protein 1 OS=Mus musculus OX=10090 GN=Crip1 PE=1 SV=1,A0A0G2JEK2_MOUSE (+1),,14 kDa,,unknown,2,0,0,0,0,0.4
1294,TRUE,Empty,Caprin-1 OS=Mus musculus OX=10090 GN=Caprin1 PE=1 SV=2,CAPR1_MOUSE,,78 kDa,,unknown,0,0,0,2,0,0.4
1295,TRUE,Empty,Trafficking protein particle complex subunit 3 OS=Mus musculus OX=10090 GN=Trappc3 PE=1 SV=1,TPPC3_MOUSE,,20 kDa,,unknown,0,3,0,2,0,1
1024,TRUE,Empty,Phosphoserine phosphatase OS=Mus musculus OX=10090 GN=Psph PE=1 SV=1,SERB_MOUSE,,25 kDa,,unknown,2,0,0,2,3,1.4
1176,TRUE,Empty,COP9 signalosome complex subunit 6 OS=Mus musculus OX=10090 GN=Cops6 PE=1 SV=1,CSN6_MOUSE (+1),,36 kDa,,unknown,2,0,0,0,0,0.4
1296,TRUE,Empty,Golgi apparatus protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Glg1 PE=1 SV=1,F8WHM5_MOUSE (+1),,132 kDa,,unknown,0,0,0,2,2,0.8
1198,TRUE,Empty,Serine/threonine-protein phosphatase 4 catalytic subunit OS=Mus musculus OX=10090 GN=Ppp4c PE=1 SV=2,PP4C_MOUSE,,35 kDa,TRUE,unknown,2,0,0,0,0,0.4
1116,TRUE,Empty,Density-regulated protein OS=Mus musculus OX=10090 GN=Denr PE=1 SV=1,DENR_MOUSE,,22 kDa,,unknown,3,2,0,2,2,1.8
1297,TRUE,Empty,Twisted gastrulation protein homolog 1 OS=Mus musculus OX=10090 GN=Twsg1 PE=1 SV=1,TWSG1_MOUSE,,25 kDa,,unknown,0,2,0,2,3,1.4
937,TRUE,Empty,Immunoglobulin superfamily member 8 OS=Mus musculus OX=10090 GN=Igsf8 PE=1 SV=1,A0A0R4J117_MOUSE (+2),,65 kDa,,unknown,2,0,0,2,2,1.2
938,TRUE,Empty,S-phase kinase-associated protein 1 OS=Mus musculus OX=10090 GN=Skp1 PE=1 SV=3,SKP1_MOUSE,,19 kDa,,unknown,2,0,0,2,0,0.8
1298,TRUE,Empty,Pregnancy-specific glycoprotein 26 OS=Mus musculus OX=10090 GN=Psg26 PE=2 SV=1,Q4KL65_MOUSE,,53 kDa,TRUE,unknown,0,2,0,2,2,1.2
1299,TRUE,Empty,Isoform 2 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus OX=10090 GN=Gspt1,sp|Q8R050-2|ERF3A_MOUSE (+1),,69 kDa,,unknown,0,2,0,3,2,1.4
1192,TRUE,Empty,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Mus musculus OX=10090 GN=Ech1 PE=1 SV=1",ECH1_MOUSE,,36 kDa,,unknown,2,0,0,2,0,0.8
1128,TRUE,Empty,Nuclear receptor-binding protein OS=Mus musculus OX=10090 GN=Nrbp1 PE=1 SV=1,D3YUV1_MOUSE,,61 kDa,,unknown,2,2,0,0,0,0.8
1039,TRUE,Empty,Disintegrin and metalloproteinase domain-containing protein 19 OS=Mus musculus OX=10090 GN=Adam19 PE=2 SV=2,ADA19_MOUSE,,101 kDa,,unknown,3,0,0,0,3,1.2
1049,TRUE,Empty,Interleukin enhancer-binding factor 3 OS=Mus musculus OX=10090 GN=Ilf3 PE=1 SV=1,A0A1L1STE4_MOUSE (+4),,97 kDa,,unknown,2,0,0,0,0,0.4
1300,TRUE,Empty,Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2 PE=1 SV=1,A0A0R4J0Q5_MOUSE (+1),,69 kDa,TRUE,unknown,0,2,0,0,0,0.4
1144,TRUE,Empty,Geranylgeranyl transferase type-2 subunit beta OS=Mus musculus OX=10090 GN=Rabggtb PE=1 SV=2,PGTB2_MOUSE (+1),,38 kDa,,unknown,2,3,0,4,0,1.8
860,TRUE,Empty,Monocyte differentiation antigen CD14 OS=Mus musculus OX=10090 GN=Cd14 PE=1 SV=1,CD14_MOUSE,,39 kDa,,unknown,2,0,0,3,0,1
1301,TRUE,Empty,Alpha-parvin OS=Mus musculus OX=10090 GN=Parva PE=1 SV=1,PARVA_MOUSE (+1),,42 kDa,,unknown,0,0,0,2,2,0.8
1302,TRUE,Empty,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] OS=Mus musculus OX=10090 GN=Nudt2 PE=1 SV=3,AP4A_MOUSE,,17 kDa,,unknown,0,0,0,2,2,0.8
1119,TRUE,Empty,Probable ATP-dependent RNA helicase DDX58 OS=Mus musculus OX=10090 GN=Ddx58 PE=1 SV=2,sp|Q6Q899|DDX58_MOUSE,,106 kDa,,unknown,2,0,0,2,0,0.8
941,TRUE,Empty,Angiopoietin-4 OS=Mus musculus OX=10090 GN=Angpt4 PE=1 SV=1,ANGP4_MOUSE,,58 kDa,,unknown,2,0,0,2,0,0.8
983,TRUE,Empty,Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus OX=10090 GN=Ppp1r7 PE=1 SV=2,PP1R7_MOUSE,,41 kDa,,unknown,3,0,0,0,2,1
1303,TRUE,Empty,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1,A0A0J9YUS5_MOUSE (+5),,145 kDa,TRUE,unknown,0,0,0,2,2,0.8
1304,TRUE,Empty,"Enoyl-CoA delta isomerase 1, mitochondrial OS=Mus musculus OX=10090 GN=Eci1 PE=1 SV=2",ECI1_MOUSE,,32 kDa,,unknown,0,0,0,0,2,0.4
1305,TRUE,Empty,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus OX=10090 GN=Snrnp200 PE=1 SV=1,U520_MOUSE,,245 kDa,,unknown,0,2,0,0,2,0.8
1306,TRUE,Empty,Stromelysin-1 OS=Mus musculus OX=10090 GN=Mmp3 PE=2 SV=2,MMP3_MOUSE (+1),,54 kDa,,unknown,0,0,0,4,0,0.8
1076,TRUE,Empty,Predicted pseudogene 5580 OS=Mus musculus OX=10090 GN=Gm5580 PE=3 SV=1,A0A0N4SVP8_MOUSE,,47 kDa,TRUE,unknown,2,0,0,0,0,0.4
839,TRUE,Empty,Protein S100-A13 OS=Mus musculus OX=10090 GN=S100a13 PE=1 SV=1,A0A0A0MQ90_MOUSE (+1),,18 kDa,,unknown,2,2,0,2,2,1.6
789,TRUE,Empty,Histone H2A.V OS=Mus musculus OX=10090 GN=H2afv PE=1 SV=3,H2AV_MOUSE (+1),,14 kDa,TRUE,unknown,2,2,0,2,2,1.6
887,TRUE,Empty,TFG protein OS=Mus musculus OX=10090 GN=Tfg PE=1 SV=1,Q9Z1A1_MOUSE,,43 kDa,,unknown,2,0,0,0,2,0.8
910,TRUE,Empty,Gamma-interferon-inducible lysosomal thiol reductase OS=Mus musculus OX=10090 GN=Ifi30 PE=1 SV=3,GILT_MOUSE,,28 kDa,,unknown,2,0,0,2,3,1.4
1056,TRUE,Empty,40S ribosomal protein S8 OS=Mus musculus OX=10090 GN=Rps8 PE=1 SV=2,RS8_MOUSE,,24 kDa,,unknown,2,3,0,2,0,1.4
1035,TRUE,Empty,"Sorting nexin 3, isoform CRA_b OS=Mus musculus OX=10090 GN=Snx3 PE=1 SV=1",Q78ZM0_MOUSE (+1),,19 kDa,TRUE,unknown,2,2,0,2,2,1.6
151,TRUE,Empty,"Serine (Or cysteine) peptidase inhibitor, clade B, member 9f OS=Mus musculus OX=10090 GN=Serpinb9f PE=2 SV=1",Q80UK5_MOUSE,,43 kDa,TRUE,unknown,2,0,0,0,2,0.8
1307,TRUE,Empty,Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1,PLIN3_MOUSE,,47 kDa,,unknown,0,2,0,2,0,0.8
1308,TRUE,Empty,U6 snRNA-associated Sm-like protein LSm2 OS=Mus musculus OX=10090 GN=Lsm2 PE=1 SV=1,LSM2_MOUSE (+1),,11 kDa,,unknown,0,2,0,0,2,0.8
851,TRUE,Empty,COP9 signalosome complex subunit 3 OS=Mus musculus OX=10090 GN=Cops3 PE=1 SV=3,CSN3_MOUSE,,48 kDa,,unknown,2,2,0,0,0,0.8
1309,TRUE,Empty,60S ribosomal protein L23a OS=Mus musculus OX=10090 GN=Rpl23a PE=1 SV=1,RL23A_MOUSE,,18 kDa,,unknown,0,2,0,0,3,1
987,TRUE,Empty,Charged multivesicular body protein 4b OS=Mus musculus OX=10090 GN=Chmp4b PE=1 SV=2,CHM4B_MOUSE,,25 kDa,,unknown,3,2,0,3,0,1.6
961,TRUE,Empty,14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1,PHP14_MOUSE,,14 kDa,,unknown,2,2,0,2,2,1.6
1310,TRUE,Empty,C-C motif chemokine 9 OS=Mus musculus OX=10090 GN=Ccl9 PE=1 SV=1,CCL9_MOUSE,,14 kDa,,unknown,0,0,0,2,0,0.4
1157,TRUE,Empty,Mitochondrial fission 1 protein OS=Mus musculus OX=10090 GN=Fis1 PE=1 SV=1,FIS1_MOUSE (+1),,17 kDa,,unknown,2,2,0,4,2,2
1022,TRUE,Empty,"ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1",ATPA_MOUSE (+1),,60 kDa,,unknown,3,3,0,0,2,1.6
1311,TRUE,Empty,"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hibadh PE=1 SV=1",3HIDH_MOUSE,,35 kDa,,unknown,0,2,0,2,2,1.2
993,TRUE,Empty,Torsin-1A-interacting protein 2 OS=Mus musculus OX=10090 GN=Tor1aip2 PE=1 SV=1,TOIP2_MOUSE,,54 kDa,,unknown,2,0,0,2,0,0.8
285,TRUE,Empty,Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1,E9Q456_MOUSE,,29 kDa,TRUE,unknown,2,0,0,2,2,1.2
806,TRUE,Empty,WNT1-inducible-signaling pathway protein 1 OS=Mus musculus OX=10090 GN=Wisp1 PE=2 SV=1,WISP1_MOUSE,,41 kDa,,unknown,3,0,0,2,2,1.4
1312,TRUE,Empty,Axl protein OS=Mus musculus OX=10090 GN=Axl PE=1 SV=1,Q6PE80_MOUSE (+1),,97 kDa,,unknown,0,0,0,2,2,0.8
1122,TRUE,Empty,AMP deaminase OS=Mus musculus OX=10090 GN=Ampd2 PE=1 SV=1,A2AE27_MOUSE (+1),,95 kDa,TRUE,unknown,2,0,0,0,0,0.4
1313,TRUE,Empty,NEDD8-conjugating enzyme Ubc12 OS=Mus musculus OX=10090 GN=Ube2m PE=1 SV=1,UBC12_MOUSE,,21 kDa,,unknown,0,0,0,3,3,1.2
1181,TRUE,Empty,Follistatin-related protein 3 OS=Mus musculus OX=10090 GN=Fstl3 PE=1 SV=1,FSTL3_MOUSE,,27 kDa,,unknown,2,0,0,3,0,1
1314,TRUE,Empty,Ubiquitin domain-containing protein UBFD1 OS=Mus musculus OX=10090 GN=Ubfd1 PE=1 SV=2,UBFD1_MOUSE,,40 kDa,,unknown,0,0,0,0,2,0.4
1315,TRUE,Empty,Alpha-galactosidase A OS=Mus musculus OX=10090 GN=Gla PE=1 SV=1,AGAL_MOUSE (+1),,48 kDa,,unknown,0,0,0,3,2,1
1316,TRUE,Empty,Programmed cell death protein 5 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=3,PDCD5_MOUSE,,14 kDa,,unknown,0,0,0,0,3,0.6
1044,TRUE,Empty,Isoform 2 of Interferon-stimulated gene 20 kDa protein OS=Mus musculus OX=10090 GN=Isg20,sp|Q9JL16-2|ISG20_MOUSE,,21 kDa,,unknown,2,0,0,0,0,0.4
1124,TRUE,Empty,"ES1 protein homolog, mitochondrial OS=Mus musculus OX=10090 GN=D10Jhu81e PE=1 SV=1",ES1_MOUSE,,28 kDa,,unknown,2,0,0,2,0,0.8
1317,TRUE,Empty,Acyl-protein thioesterase 2 OS=Mus musculus OX=10090 GN=Lypla2 PE=1 SV=1,LYPA2_MOUSE,,25 kDa,,unknown,0,0,0,3,0,0.6
976,TRUE,Empty,Glutamate--cysteine ligase regulatory subunit OS=Mus musculus OX=10090 GN=Gclm PE=1 SV=1,GSH0_MOUSE (+1),,31 kDa,,unknown,3,0,2,0,3,1.6
1319,TRUE,Empty,Pyruvate kinase OS=Mus musculus OX=10090 GN=Pklr PE=1 SV=1,E9Q509_MOUSE (+2),,59 kDa,TRUE,unknown,0,3,0,0,0,0.6
1001,TRUE,Empty,"Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme OS=Mus musculus OX=10090 GN=Gcnt2 PE=1 SV=1",Q7TPQ8_MOUSE (+1),,46 kDa,,unknown,2,0,0,4,3,1.8
1106,TRUE,Empty,Isoform Rpn10C of 26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmd4,sp|O35226-3|PSMD4_MOUSE,,40 kDa,,unknown,3,3,0,2,0,1.6
1098,TRUE,Empty,Insulin-like growth factor-binding protein 3 OS=Mus musculus OX=10090 GN=Igfbp3 PE=2 SV=2,IBP3_MOUSE,,32 kDa,,unknown,3,0,0,3,2,1.6
1097,TRUE,Empty,Isoform 2 of Rabankyrin-5 OS=Mus musculus OX=10090 GN=Ankfy1,sp|Q810B6-2|ANFY1_MOUSE (+1),,50 kDa,,unknown,2,0,0,2,0,0.8
1158,TRUE,Empty,Probable ATP-dependent RNA helicase DDX6 OS=Mus musculus OX=10090 GN=Ddx6 PE=1 SV=1,DDX6_MOUSE,,54 kDa,,unknown,2,0,0,0,2,0.8
815,TRUE,Empty,Isoform 2 of Twinfilin-2 OS=Mus musculus OX=10090 GN=Twf2,sp|Q9Z0P5-2|TWF2_MOUSE (+1),,39 kDa,TRUE,unknown,5,0,2,0,0,1.4
1320,TRUE,Empty,Glutathione hydrolase 1 proenzyme OS=Mus musculus OX=10090 GN=Ggt1 PE=1 SV=1,GGT1_MOUSE,,62 kDa,,unknown,0,0,0,0,2,0.4
1321,TRUE,Empty,Isoform 2 of Heterogeneous nuclear ribonucleoprotein U OS=Mus musculus OX=10090 GN=Hnrnpu,sp|Q8VEK3-2|HNRPU_MOUSE (+1),,87 kDa,,unknown,0,3,0,0,0,0.6
1125,TRUE,Empty,ARF GTPase-activating protein GIT2 OS=Mus musculus OX=10090 GN=Git2 PE=1 SV=1,E9PVA6_MOUSE,,84 kDa,,unknown,3,0,0,2,0,1
1322,TRUE,Empty,Junction plakoglobin OS=Mus musculus OX=10090 GN=Jup PE=1 SV=3,PLAK_MOUSE,,82 kDa,TRUE,unknown,0,0,2,0,0,0.4
1036,TRUE,Empty,Ragulator complex protein LAMTOR3 OS=Mus musculus OX=10090 GN=Lamtor3 PE=1 SV=1,LTOR3_MOUSE,,14 kDa,,unknown,2,0,0,2,2,1.2
1323,TRUE,Empty,Caspase-3 OS=Mus musculus OX=10090 GN=Casp3 PE=1 SV=1,CASP3_MOUSE,,31 kDa,,unknown,0,0,0,0,2,0.4
1324,TRUE,Empty,Prolactin-5A1 OS=Mus musculus OX=10090 GN=Prl5a1 PE=2 SV=1,PR5A1_MOUSE,,27 kDa,,unknown,0,0,0,2,2,0.8
1325,TRUE,Empty,Dual specificity mitogen-activated protein kinase kinase 1 OS=Mus musculus OX=10090 GN=Map2k1 PE=1 SV=2,MP2K1_MOUSE,,43 kDa,,unknown,0,2,0,0,2,0.8
676,TRUE,Empty,Histone H1.5 OS=Mus musculus OX=10090 GN=Hist1h1b PE=1 SV=2,H15_MOUSE,,23 kDa,TRUE,unknown,3,2,0,0,2,1.4
1166,TRUE,Empty,Cleavage and polyadenylation specificity factor subunit 6 OS=Mus musculus OX=10090 GN=Cpsf6 PE=1 SV=1,CPSF6_MOUSE (+2),,59 kDa,,unknown,2,0,0,0,2,0.8
1012,TRUE,Empty,Chromobox protein homolog 1 OS=Mus musculus OX=10090 GN=Cbx1 PE=1 SV=1,CBX1_MOUSE,,21 kDa,TRUE,unknown,3,0,0,3,0,1.2
1326,TRUE,Empty,40S ribosomal protein S23 OS=Mus musculus OX=10090 GN=Rps23 PE=1 SV=3,RS23_MOUSE,,16 kDa,,unknown,0,0,0,0,3,0.6
1327,TRUE,Empty,Isoform C of Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1,sp|Q08879-2|FBLN1_MOUSE,,75 kDa,TRUE,unknown,0,3,0,2,0,1
1328,TRUE,Empty,Alpha-N-acetylgalactosaminidase OS=Mus musculus OX=10090 GN=Naga PE=1 SV=2,NAGAB_MOUSE,,47 kDa,,unknown,0,0,2,0,2,0.8
1329,TRUE,Empty,Isoform Short of Serine/arginine-rich splicing factor 3 OS=Mus musculus OX=10090 GN=Srsf3,sp|P84104-2|SRSF3_MOUSE (+1),,14 kDa,,unknown,0,0,0,0,2,0.4
1071,TRUE,Empty,MOB kinase activator 1B OS=Mus musculus OX=10090 GN=Mob1b PE=1 SV=3,MOB1B_MOUSE (+3),,25 kDa,,unknown,2,0,0,3,2,1.4
1330,TRUE,Empty,Protein canopy homolog 4 OS=Mus musculus OX=10090 GN=Cnpy4 PE=1 SV=1,CNPY4_MOUSE (+1),,28 kDa,,unknown,0,0,0,0,3,0.6
1331,TRUE,Empty,UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus OX=10090 GN=Uap1 PE=1 SV=1,A0A0R4J085_MOUSE (+5),,58 kDa,TRUE,unknown,0,0,0,0,2,0.4
1085,TRUE,Empty,Glucoside xylosyltransferase 1 OS=Mus musculus OX=10090 GN=Gxylt1 PE=1 SV=1,D3Z6W7_MOUSE (+1),,50 kDa,,unknown,2,0,0,2,0,0.8
1043,TRUE,Empty,Plexin domain-containing protein 2 OS=Mus musculus OX=10090 GN=Plxdc2 PE=1 SV=1,B1AY85_MOUSE (+1),,59 kDa,,unknown,2,0,0,2,2,1.2
1332,TRUE,Empty,Isoform 2 of COP9 signalosome complex subunit 2 OS=Mus musculus OX=10090 GN=Cops2,sp|P61202-2|CSN2_MOUSE (+1),,52 kDa,,unknown,0,2,0,2,3,1.4
1333,TRUE,Empty,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Mus musculus OX=10090 GN=Polr2h PE=1 SV=3",RPAB3_MOUSE,,17 kDa,,unknown,0,0,2,0,0,0.4
1334,TRUE,Empty,60S ribosomal protein L29 OS=Mus musculus OX=10090 GN=Gm17669 PE=3 SV=1,F6QL70_MOUSE (+1),,17 kDa,,unknown,0,0,0,2,0,0.4
1175,TRUE,Empty,Properdin OS=Mus musculus OX=10090 GN=Cfp PE=2 SV=2,PROP_MOUSE,,50 kDa,,unknown,2,0,0,0,0,0.4
1159,TRUE,Empty,Signal recognition particle 14 kDa protein OS=Mus musculus OX=10090 GN=Srp14 PE=1 SV=1,SRP14_MOUSE,,13 kDa,,unknown,2,0,0,0,0,0.4
1335,TRUE,Empty,DnaJ homolog subfamily A member 1 OS=Mus musculus OX=10090 GN=Dnaja1 PE=1 SV=1,DNJA1_MOUSE,,45 kDa,,unknown,0,0,0,0,3,0.6
1336,TRUE,Empty,Prefoldin subunit 3 OS=Mus musculus OX=10090 GN=Vbp1 PE=1 SV=2,PFD3_MOUSE,,22 kDa,,unknown,0,2,0,0,4,1.2
1337,TRUE,Empty,Fibrinogen beta chain OS=Mus musculus OX=10090 GN=Fgb PE=1 SV=1,FIBB_MOUSE,,55 kDa,,unknown,0,0,0,0,3,0.6
927,TRUE,Empty,Isoform 3 of Mitogen-activated protein kinase 14 OS=Mus musculus OX=10090 GN=Mapk14,sp|P47811-3|MK14_MOUSE,,41 kDa,,unknown,2,2,0,0,2,1.2
1338,TRUE,Empty,Ephrin-A1 OS=Mus musculus OX=10090 GN=Efna1 PE=1 SV=1,EFNA1_MOUSE,,24 kDa,,unknown,0,2,0,0,0,0.4
833,TRUE,Empty,Latexin OS=Mus musculus OX=10090 GN=Lxn PE=1 SV=2,LXN_MOUSE,,25 kDa,,unknown,3,0,2,0,3,1.6
1107,TRUE,Empty,Rho guanine nucleotide exchange factor 6 OS=Mus musculus OX=10090 GN=Arhgef6 PE=1 SV=1,ARHG6_MOUSE (+1),,87 kDa,,unknown,3,0,0,3,0,1.2
1339,TRUE,Empty,Splicing factor 3B subunit 5 OS=Mus musculus OX=10090 GN=Sf3b5 PE=1 SV=1,SF3B5_MOUSE,,10 kDa,,unknown,0,0,0,2,2,0.8
1077,TRUE,Empty,Inactive serine protease PAMR1 OS=Mus musculus OX=10090 GN=Pamr1 PE=2 SV=3,PAMR1_MOUSE,,80 kDa,,unknown,3,0,0,2,2,1.4
1340,TRUE,Empty,Glycylpeptide N-tetradecanoyltransferase 1 OS=Mus musculus OX=10090 GN=Nmt1 PE=1 SV=1,NMT1_MOUSE,,57 kDa,,unknown,0,0,0,2,2,0.8
1341,TRUE,Empty,Neutrophil collagenase OS=Mus musculus OX=10090 GN=Mmp8 PE=2 SV=2,MMP8_MOUSE,,53 kDa,,unknown,0,0,2,0,0,0.4
1342,TRUE,Empty,Apolipoprotein M OS=Mus musculus OX=10090 GN=Apom PE=1 SV=1,APOM_MOUSE,,21 kDa,,unknown,0,0,0,0,2,0.4
1102,TRUE,Empty,Isoform 2 of Cell surface glycoprotein MUC18 OS=Mus musculus OX=10090 GN=Mcam,sp|Q8R2Y2-2|MUC18_MOUSE (+1),,67 kDa,,unknown,3,0,0,0,2,1
1343,TRUE,Empty,Crk-like protein OS=Mus musculus OX=10090 GN=Crkl PE=1 SV=2,CRKL_MOUSE,,34 kDa,,unknown,0,0,0,0,2,0.4
951,TRUE,Empty,Carcinoembryonic antigen-related cell adhesion molecule 15 OS=Mus musculus OX=10090 GN=Ceacam15 PE=1 SV=1,CEA15_MOUSE,,26 kDa,,unknown,2,0,0,2,0,0.8
1070,TRUE,Empty,Ubiquilin-2 OS=Mus musculus OX=10090 GN=Ubqln2 PE=1 SV=2,UBQL2_MOUSE,,67 kDa,,unknown,3,0,0,0,3,1.2
1344,TRUE,Empty,Vesicle-trafficking protein SEC22b OS=Mus musculus OX=10090 GN=Sec22b PE=1 SV=3,SC22B_MOUSE,,25 kDa,,unknown,0,0,0,3,2,1
1345,TRUE,Empty,"Sec24-related gene family, member C (S. cerevisiae) OS=Mus musculus OX=10090 GN=Sec24c PE=1 SV=1",A0A286YDI8_MOUSE (+1),,112 kDa,,unknown,0,0,0,3,2,1
999,TRUE,Empty,Adhesion G-protein-coupled receptor G6 OS=Mus musculus OX=10090 GN=Adgrg6 PE=1 SV=1,A0A140LIH4_MOUSE (+1),,133 kDa,,unknown,3,0,0,0,0,0.6
1346,TRUE,Empty,High mobility group nucleosome-binding domain-containing protein 5 OS=Mus musculus OX=10090 GN=Hmgn5 PE=1 SV=2,HMGN5_MOUSE,,45 kDa,,unknown,0,2,0,2,0,0.8
1347,TRUE,Empty,Isoform 2 of Tyrosine-protein phosphatase non-receptor type 23 OS=Mus musculus OX=10090 GN=Ptpn23,sp|Q6PB44-2|PTN23_MOUSE (+1),,185 kDa,,unknown,0,0,0,2,0,0.4
1113,TRUE,Empty,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Mus musculus OX=10090 GN=Gne PE=1 SV=1,Q3UW64_MOUSE,,83 kDa,,unknown,2,0,0,0,0,0.4
1348,TRUE,Empty,Glutaredoxin-1 OS=Mus musculus OX=10090 GN=Glrx PE=1 SV=1,A0A1Y7VM65_MOUSE (+1),,9 kDa,,unknown,0,2,0,0,2,0.8
1349,TRUE,Empty,"MCG4375, isoform CRA_b OS=Mus musculus OX=10090 GN=Sdcbp PE=1 SV=1",Q3TMX0_MOUSE (+1),,32 kDa,,unknown,0,2,0,0,0,0.4
1350,TRUE,Empty,V-type proton ATPase subunit G 1 OS=Mus musculus OX=10090 GN=Atp6v1g1 PE=1 SV=3,VATG1_MOUSE,,14 kDa,,unknown,0,2,0,0,0,0.4
1351,TRUE,Empty,Signal recognition particle 9 kDa protein OS=Mus musculus OX=10090 GN=Srp9 PE=1 SV=2,SRP09_MOUSE,,10 kDa,,unknown,0,3,0,0,0,0.6
1137,TRUE,Empty,Apoptosis-associated speck-like protein containing a CARD OS=Mus musculus OX=10090 GN=Pycard PE=1 SV=1,ASC_MOUSE,,21 kDa,,unknown,2,0,2,2,2,1.6
1160,TRUE,Empty,Single-stranded DNA binding protein 1 OS=Mus musculus OX=10090 GN=Ssbp1 PE=1 SV=1,Q8R2K3_MOUSE,,17 kDa,,unknown,2,2,2,0,2,1.6
1352,TRUE,Empty,Phenylalanine--tRNA ligase beta subunit OS=Mus musculus OX=10090 GN=Farsb PE=1 SV=2,SYFB_MOUSE,,66 kDa,,unknown,0,0,0,2,2,0.8
1091,TRUE,Empty,Ras-related protein Rab-5C OS=Mus musculus OX=10090 GN=Rab5c PE=1 SV=1,Q8C266_MOUSE (+1),,25 kDa,,unknown,2,0,0,2,0,0.8
1353,TRUE,Empty,60S ribosomal protein L13 OS=Mus musculus OX=10090 GN=Rpl13 PE=1 SV=3,RL13_MOUSE,,24 kDa,,unknown,0,2,0,0,2,0.8
1354,TRUE,Empty,Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus OX=10090 GN=Grhpr PE=1 SV=1,GRHPR_MOUSE,,35 kDa,,unknown,0,0,0,0,2,0.4
1000,TRUE,Empty,Ubiquitin-fold modifier 1 OS=Mus musculus OX=10090 GN=Ufm1 PE=1 SV=1,UFM1_MOUSE,,9 kDa,,unknown,3,0,0,0,3,1.2
1355,TRUE,Empty,AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1,AP2S1_MOUSE,,17 kDa,,unknown,0,0,0,2,0,0.4
1356,TRUE,Empty,Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp3ca,sp|P63328-2|PP2BA_MOUSE (+1),,58 kDa,,unknown,0,0,0,2,0,0.4
902,TRUE,Empty,Glucosamine-6-phosphate isomerase 2 OS=Mus musculus OX=10090 GN=Gnpda2 PE=1 SV=1,sp|Q9CRC9|GNPI2_MOUSE,,31 kDa,TRUE,unknown,2,0,0,0,2,0.8
1016,TRUE,Empty,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Mus musculus OX=10090 GN=Ddah2 PE=1 SV=1",DDAH2_MOUSE,,30 kDa,TRUE,unknown,3,0,0,2,2,1.4
1109,TRUE,Empty,Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus OX=10090 GN=Eif3f PE=1 SV=2,EIF3F_MOUSE,,38 kDa,,unknown,3,2,0,0,3,1.6
1082,TRUE,Empty,Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2,VTDB_MOUSE,,54 kDa,,unknown,2,0,0,2,2,1.2
1112,TRUE,Empty,Isoform 3 of Profilin-2 OS=Mus musculus OX=10090 GN=Pfn2,sp|Q9JJV2-3|PROF2_MOUSE (+1),,10 kDa,,unknown,2,0,0,0,2,0.8
