Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,PTM,Avg. Mass,Description
1702,1747,Q80XL6|ACD11_MOUSE,68.41,4,4,0,4,0,0,3.99E+05,,7.63E+05,,,1,1,1,0,1,0,0,Deamidation (NQ),87366,Acyl-CoA dehydrogenase family member 11 OS=Mus musculus GN=Acad11 PE=1 SV=2
1647,1276,A2A5R2|BIG2_MOUSE,68.36,2,0,0,1,0,1,,,3.73E+05,,7.08E+05,2,2,0,0,1,0,1,Carbamidomethylation,202238,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus GN=Arfgef2 PE=1 SV=1
2198,2022,Q6P5E6|GGA2_MOUSE,68.33,4,0,0,0,0,4,,,,,1.00E+06,1,1,0,0,0,0,1,,66049,ADP-ribosylation factor-binding protein GGA2 OS=Mus musculus GN=Gga2 PE=1 SV=1
2203,2030,Q99JF8|PSIP1_MOUSE,68.24,5,0,5,0,0,0,,1.05E+06,,,,1,1,0,1,0,0,0,,59697,PC4 and SFRS1-interacting protein OS=Mus musculus GN=Psip1 PE=1 SV=1
1443,1642,Q3THK7|GUAA_MOUSE,68.12,5,0,0,5,0,2,,,2.00E+06,,2.73E+06,2,2,0,0,2,0,1,Carbamidomethylation,76724,GMP synthase [glutamine-hydrolyzing] OS=Mus musculus GN=Gmps PE=1 SV=2
1481,1372,Q8VDP6|CDIPT_MOUSE,68.11,11,0,6,0,5,6,,1.99E+06,,1.17E+06,1.73E+06,2,2,0,1,0,1,1,,23599,CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Mus musculus GN=Cdipt PE=1 SV=1
1280,2203,P11438|LAMP1_MOUSE,67.94,3,0,3,3,3,3,,1.01E+07,1.32E+07,4.75E+06,2.50E+06,2,2,0,1,2,1,1,,43865,Lysosome-associated membrane glycoprotein 1 OS=Mus musculus GN=Lamp1 PE=1 SV=2
2199,2023,Q60770|STXB3_MOUSE,67.67,3,3,0,0,0,0,2.44E+05,,,,,1,1,1,0,0,0,0,,67943,Syntaxin-binding protein 3 OS=Mus musculus GN=Stxbp3 PE=1 SV=1
1654,1787,Q64105|SPRE_MOUSE,67.57,5,0,0,0,5,5,,,,2.58E+06,1.60E+06,1,1,0,0,0,1,1,,27883,Sepiapterin reductase OS=Mus musculus GN=Spr PE=1 SV=1
1672,1732,Q8BUK6|HOOK3_MOUSE,67.56,3,3,3,0,0,0,2.61E+06,2.68E+06,,,,1,1,1,1,0,0,0,,83218,Protein Hook homolog 3 OS=Mus musculus GN=Hook3 PE=1 SV=2
2202,2028,Q64213|SF01_MOUSE,67.52,3,0,0,0,0,3,,,,,8.13E+05,1,1,0,0,0,0,1,,70403,Splicing factor 1 OS=Mus musculus GN=Sf1 PE=1 SV=6
1583,2035,P13864|DNMT1_MOUSE,67.26,1,1,0,0,1,1,1.89E+06,,,1.51E+06,9.09E+05,1,1,1,0,0,1,1,,183188,DNA (cytosine-5)-methyltransferase 1 OS=Mus musculus GN=Dnmt1 PE=1 SV=5
1699,1646,Q9ER41|TOR1B_MOUSE,67.21,8,4,0,0,0,4,4.16E+05,,,,1.34E+06,2,2,1,0,0,0,1,,37818,Torsin-1B OS=Mus musculus GN=Tor1b PE=1 SV=2
1786,1717,P62075|TIM13_MOUSE,67.21,26,0,0,12,0,15,,,5.70E+06,,3.78E+06,2,2,0,0,1,0,1,,10458,Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus GN=Timm13 PE=1 SV=1
2201,2027,P51432|PLCB3_MOUSE,67.11,2,2,0,0,0,0,5.20E+05,,,,,1,1,1,0,0,0,0,,139487,1-phosphatidylinositol 4 5-bisphosphate phosphodiesterase beta-3 OS=Mus musculus GN=Plcb3 PE=1 SV=2
1824,2036,Q9DCR2|AP3S1_MOUSE,67.05,8,0,0,8,8,0,,,1.65E+06,1.86E+06,,1,1,0,0,1,1,0,,21732,AP-3 complex subunit sigma-1 OS=Mus musculus GN=Ap3s1 PE=1 SV=2
2200,2026,Q91VH6|MEMO1_MOUSE,67.03,7,7,0,0,0,0,1.98E+06,,,,,1,1,1,0,0,0,0,Carbamidomethylation,33692,Protein MEMO1 OS=Mus musculus GN=Memo1 PE=1 SV=1
1675,1818,Q80UY2|KCMF1_MOUSE,66.75,4,4,4,0,0,0,3.34E+05,3.49E+05,,,,1,1,1,1,0,0,0,,41791,E3 ubiquitin-protein ligase KCMF1 OS=Mus musculus GN=Kcmf1 PE=1 SV=1
2206,2037,Q80X85|RT07_MOUSE,66.71,7,0,0,0,7,0,,,,6.84E+05,,1,1,0,0,0,1,0,,28063,28S ribosomal protein S7  mitochondrial OS=Mus musculus GN=Mrps7 PE=1 SV=1
1823,2033,Q9CQ75|NDUA2_MOUSE,66.69,14,0,0,0,14,14,,,,4.45E+06,3.75E+06,1,1,0,0,0,1,1,,10916,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Mus musculus GN=Ndufa2 PE=1 SV=3
1311,1682,Q9WU42|NCOR2_MOUSE,66.57,1,1,1,0,0,1,1.59E+06,4.73E+05,,,6.97E+05,1,1,2,1,0,0,1,,269805,Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=1 SV=3
2065,1773,Q924C1|XPO5_MOUSE,66.16,1,1,0,0,0,0,1.38E+06,,,,,1,1,1,0,0,0,0,Carbamidomethylation,136973,Exportin-5 OS=Mus musculus GN=Xpo5 PE=1 SV=1
1720,1851,Q5U4C3|SFR19_MOUSE,65.93,2,0,0,2,2,0,,,2.83E+05,5.32E+05,,1,1,0,0,1,1,0,,133841,Splicing factor  arginine/serine-rich 19 OS=Mus musculus GN=Scaf1 PE=1 SV=1
2209,2042,Q5RL79|KTAP2_MOUSE,65.92,12,0,12,0,0,0,,3.24E+06,,,,1,1,0,1,0,0,0,,14675,Keratinocyte-associated protein 2 OS=Mus musculus GN=Krtcap2 PE=1 SV=2
2210,2043,O70305|ATX2_MOUSE,65.79,1,0,1,0,0,0,,6.72E+05,,,,1,1,0,1,0,0,0,,136485,Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1
2056,1746,O54819|TFPI1_MOUSE,65.66,7,0,7,0,0,0,,4.55E+05,,,,1,1,0,1,0,0,0,Carbamidomethylation,34987,Tissue factor pathway inhibitor OS=Mus musculus GN=Tfpi PE=2 SV=1
2205,2034,A2AJI0|MA7D1_MOUSE,65.52,2,2,0,0,0,0,2.12E+05,,,,,1,1,1,0,0,0,0,,93276,MAP7 domain-containing protein 1 OS=Mus musculus GN=Map7d1 PE=1 SV=1
1584,2040,O08917|FLOT1_MOUSE,65.35,4,4,0,0,4,4,2.16E+06,,,2.58E+06,2.60E+05,1,1,1,0,0,1,1,,47513,Flotillin-1 OS=Mus musculus GN=Flot1 PE=1 SV=1
2211,2044,Q6ZWM4|LSM8_MOUSE,65,17,0,17,0,0,0,,9.83E+06,,,,1,1,0,1,0,0,0,,10403,U6 snRNA-associated Sm-like protein LSm8 OS=Mus musculus GN=Lsm8 PE=1 SV=3
2208,2041,Q8BPU7|ELMO1_MOUSE,64.56,4,0,0,4,0,0,,,2.84E+05,,,1,1,0,0,1,0,0,,83936,Engulfment and cell motility protein 1 OS=Mus musculus GN=Elmo1 PE=1 SV=2
1345,1792,Q8R1X6|SPART_MOUSE,64.54,2,2,0,2,2,2,1.83E+06,,1.50E+06,2.21E+06,1.54E+06,1,1,1,0,1,1,1,,72655,Spartin OS=Mus musculus GN=Spart PE=1 SV=1
1829,2064,Q9CRC0|VKOR1_MOUSE,64.51,8,0,0,8,8,0,,,3.31E+06,9.54E+06,,1,1,0,0,1,1,0,Carbamidomethylation,17768,Vitamin K epoxide reductase complex subunit 1 OS=Mus musculus GN=Vkorc1 PE=1 SV=1
1826,2057,Q8QZS1|HIBCH_MOUSE,64.45,4,4,0,4,0,0,3.52E+05,,5.18E+05,,,1,1,1,0,1,0,0,Carbamidomethylation,43038,3-hydroxyisobutyryl-CoA hydrolase  mitochondrial OS=Mus musculus GN=Hibch PE=1 SV=1
1585,2058,P05533|LY6A_MOUSE,64.41,16,16,16,0,16,0,3.12E+05,2.33E+05,,3.88E+05,,1,1,1,1,0,1,0,Carbamidomethylation,14377,Lymphocyte antigen 6A-2/6E-1 OS=Mus musculus GN=Ly6a PE=1 SV=1
2212,2049,Q03350|TSP2_MOUSE,64.34,1,0,0,0,0,1,,,,,7.45E+05,1,1,0,0,0,0,1,Carbamidomethylation,129882,Thrombospondin-2 OS=Mus musculus GN=Thbs2 PE=1 SV=2
2095,1874,Q6P9K8|CSKI1_MOUSE,64.34,2,0,2,0,0,0,,2.20E+05,,,,1,1,0,1,0,0,0,,150495,Caskin-1 OS=Mus musculus GN=Caskin1 PE=1 SV=2
916,1596,P62270|RS18_MOUSE,64.06,11,11,11,11,11,11,1.92E+07,4.31E+07,1.78E+07,1.50E+07,1.91E+07,2,2,2,2,2,2,2,,17719,40S ribosomal protein S18 OS=Mus musculus GN=Rps18 PE=1 SV=3
2216,2060,Q9JIX0|ENY2_MOUSE,64.02,17,0,17,0,0,0,,1.95E+06,,,,1,1,0,1,0,0,0,,11529,Transcription and mRNA export factor ENY2 OS=Mus musculus GN=Eny2 PE=1 SV=1
1390,1614,Q9WVA3|BUB3_MOUSE,64.01,6,6,0,6,0,0,4.70E+06,,3.85E+06,,,2,2,2,0,2,0,0,,36955,Mitotic checkpoint protein BUB3 OS=Mus musculus GN=Bub3 PE=1 SV=2
2213,2050,O88532|ZFR_MOUSE,63.74,1,1,0,0,0,0,1.42E+06,,,,,1,1,1,0,0,0,0,,116859,Zinc finger RNA-binding protein OS=Mus musculus GN=Zfr PE=1 SV=2
1726,2072,Q91YK2|RRP1B_MOUSE,63.52,3,0,3,0,0,3,,3.70E+04,,,2.52E+04,1,1,0,1,0,0,1,,80582,Ribosomal RNA processing protein 1 homolog B OS=Mus musculus GN=Rrp1b PE=1 SV=2
1961,1769,Q91X21|K2013_MOUSE,63.51,3,0,0,3,0,0,,,1.83E+06,,,1,1,0,0,1,0,0,Carbamidomethylation,69425,Uncharacterized protein KIAA2013 OS=Mus musculus GN=Kiaa2013 PE=1 SV=1
2055,1730,Q8K224|NAT10_MOUSE,63.49,2,2,0,0,0,0,4.78E+05,,,,,1,1,1,0,0,0,0,,115418,RNA cytidine acetyltransferase OS=Mus musculus GN=Nat10 PE=1 SV=1
2214,2052,Q8BH64|EHD2_MOUSE,63.48,3,3,0,0,0,0,5.43E+05,,,,,1,1,1,0,0,0,0,,61175,EH domain-containing protein 2 OS=Mus musculus GN=Ehd2 PE=1 SV=1
2070,1795,Q4VBD2|TAPT1_MOUSE,63.27,4,0,0,4,0,0,,,8.33E+05,,,1,1,0,0,1,0,0,,63894,Transmembrane anterior posterior transformation protein 1 OS=Mus musculus GN=Tapt1 PE=1 SV=2
1825,2053,Q9D8M4|RL7L_MOUSE,63.08,7,7,7,0,0,0,4.53E+05,3.66E+05,,,,1,1,1,1,0,0,0,Carbamidomethylation,28544,60S ribosomal protein L7-like 1 OS=Mus musculus GN=Rpl7l1 PE=1 SV=1
2221,2074,Q3U962|CO5A2_MOUSE,63.03,1,0,1,0,0,0,,3.85E+05,,,,1,1,0,1,0,0,0,,145018,Collagen alpha-2(V) chain OS=Mus musculus GN=Col5a2 PE=1 SV=1
1495,1777,Q91VS7|MGST1_MOUSE,63.03,8,8,0,8,8,0,4.30E+06,,2.14E+06,4.40E+06,,1,1,1,0,1,1,0,Carbamidomethylation,17552,Microsomal glutathione S-transferase 1 OS=Mus musculus GN=Mgst1 PE=1 SV=3
2222,2075,Q9QXY9|PEX3_MOUSE,62.74,5,0,0,0,5,0,,,,2.67E+06,,1,1,0,0,0,1,0,,42224,Peroxisomal biogenesis factor 3 OS=Mus musculus GN=Pex3 PE=1 SV=1
1394,1725,Q9CR64|KISHA_MOUSE,62.61,25,0,0,12,25,12,,,3.79E+05,6.78E+06,3.25E+05,2,2,0,0,1,2,1,,8074,Protein kish-A OS=Mus musculus GN=Tmem167a PE=1 SV=1
2215,2054,P61514|RL37A_MOUSE,62.61,20,20,0,0,0,0,2.31E+06,,,,,1,1,1,0,0,0,0,,10275,60S ribosomal protein L37a OS=Mus musculus GN=Rpl37a PE=1 SV=2
1498,1814,Q2KN98|CYTSA_MOUSE,62.57,2,2,0,0,2,0,9.76E+05,,,4.16E+05,,1,1,2,0,0,1,0,,124488,Cytospin-A OS=Mus musculus GN=Specc1l PE=1 SV=1
2097,2055,Q8BXA1|GOLI4_MOUSE,62.57,3,3,0,0,0,0,5.93E+05,,,,,1,1,1,0,0,0,0,,76785,Golgi integral membrane protein 4 OS=Mus musculus GN=Golim4 PE=1 SV=1
2220,2073,Q9DCS2|MTL26_MOUSE,62.56,9,0,0,9,0,0,,,3.38E+05,,,1,1,0,0,1,0,0,,22687,Methyltransferase-like 26 OS=Mus musculus GN=Mettl26 PE=1 SV=1
1708,1782,Q9QUJ7|ACSL4_MOUSE,62.56,3,0,0,3,0,0,,,1.52E+06,,,1,1,0,0,2,0,0,,79077,Long-chain-fatty-acid--CoA ligase 4 OS=Mus musculus GN=Acsl4 PE=1 SV=2
2061,1767,Q9D0J4|ARL2_MOUSE,62.49,14,0,14,0,0,0,,2.27E+05,,,,1,1,0,1,0,0,0,Carbamidomethylation,20864,ADP-ribosylation factor-like protein 2 OS=Mus musculus GN=Arl2 PE=1 SV=1
2243,2111,P62500|T22D1_MOUSE,62.48,1,1,0,0,0,0,2.25E+06,,,,,1,1,1,0,0,0,0,,109811,TSC22 domain family protein 1 OS=Mus musculus GN=Tsc22d1 PE=1 SV=2
2086,1840,Q8K019|BCLF1_MOUSE,62.45,2,2,0,0,0,0,2.89E+06,,,,,1,1,1,0,0,0,0,,106002,Bcl-2-associated transcription factor 1 OS=Mus musculus GN=Bclaf1 PE=1 SV=2
2225,2081,Q9R1Q7|PLP2_MOUSE,62.35,10,0,10,0,0,0,,7.62E+06,,,,1,1,0,1,0,0,0,Carbamidomethylation,16608,Proteolipid protein 2 OS=Mus musculus GN=Plp2 PE=1 SV=1
1920,1751,Q9Z1W9|STK39_MOUSE,62.27,3,3,0,0,0,0,3.95E+05,,,,,1,1,1,0,0,0,0,Deamidation (NQ),60320,STE20/SPS1-related proline-alanine-rich protein kinase OS=Mus musculus GN=Stk39 PE=1 SV=1
1774,1617,Q8C0N2|GPAT3_MOUSE,62.27,5,2,0,3,0,0,7.15E+05,,2.65E+05,,,2,2,1,0,1,0,0,,49000,Glycerol-3-phosphate acyltransferase 3 OS=Mus musculus GN=Gpat3 PE=1 SV=1
2227,2083,Q9CYG7|TOM34_MOUSE,62.24,5,0,5,0,0,0,,4.20E+05,,,,1,1,0,1,0,0,0,,34278,Mitochondrial import receptor subunit TOM34 OS=Mus musculus GN=Tomm34 PE=1 SV=1
1716,1819,P97314|CSRP2_MOUSE,62.22,8,0,8,0,8,0,,3.68E+06,,2.11E+06,,1,1,0,1,0,1,0,,20926,Cysteine and glycine-rich protein 2 OS=Mus musculus GN=Csrp2 PE=1 SV=3
2229,2085,Q9WUR2|ECI2_MOUSE,62.13,4,0,4,0,0,0,,2.30E+06,,,,1,1,0,1,0,0,0,,43268,Enoyl-CoA delta isomerase 2  mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2
1828,2062,Q9CQB5|CISD2_MOUSE,62.13,10,0,0,0,10,10,,,,2.42E+06,1.32E+06,1,1,0,0,0,1,1,Carbamidomethylation; Deamidation (NQ),15242,CDGSH iron-sulfur domain-containing protein 2 OS=Mus musculus GN=Cisd2 PE=1 SV=1
2074,1804,Q8CDG3|VCIP1_MOUSE,62.1,1,0,0,0,0,1,,,,,4.72E+05,1,1,0,0,0,0,1,,134503,Deubiquitinating protein VCIP135 OS=Mus musculus GN=Vcpip1 PE=1 SV=1
2077,1813,O88428|PAPS2_MOUSE,62.07,5,0,0,0,0,5,,,,,8.23E+05,1,1,0,0,0,0,1,Carbamidomethylation,70351,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Mus musculus GN=Papss2 PE=1 SV=2
1462,1640,Q8BWN8|ACOT4_MOUSE,62.04,5,3,3,0,0,2,,,,,3.94E+06,2,1,1,1,0,0,1,,46481,Acyl-coenzyme A thioesterase 4 OS=Mus musculus GN=Acot4 PE=1 SV=1
2228,2084,Q8CJ19|MICA3_MOUSE,61.94,1,0,1,0,0,0,,1.72E+05,,,,1,1,0,1,0,0,0,,223719,[F-actin]-monooxygenase MICAL3 OS=Mus musculus GN=Mical3 PE=1 SV=2
1461,1609,Q9JKC8|AP3M1_MOUSE,61.86,8,3,3,0,5,0,1.75E+06,2.23E+06,,4.05E+05,,2,2,1,1,0,1,0,Carbamidomethylation,46936,AP-3 complex subunit mu-1 OS=Mus musculus GN=Ap3m1 PE=1 SV=1
1955,1687,Q8CH77|NAV1_MOUSE,61.86,1,0,0,0,0,1,,,,,6.70E+05,1,1,0,0,0,0,1,,202366,Neuron navigator 1 OS=Mus musculus GN=Nav1 PE=1 SV=2
2217,2063,Q6ZQ58|LARP1_MOUSE,61.84,2,0,0,0,0,2,,,,,1.67E+06,1,1,0,0,0,0,1,,121125,La-related protein 1 OS=Mus musculus GN=Larp1 PE=1 SV=3
2058,1757,Q9EPE9|AT131_MOUSE,61.81,1,0,0,1,0,0,,,9.98E+05,,,1,1,0,0,1,0,0,Carbamidomethylation,132388,Manganese-transporting ATPase 13A1 OS=Mus musculus GN=Atp13a1 PE=1 SV=2
1494,1743,Q9Z2Q6|SEPT5_MOUSE,61.77,9,9,9,9,0,0,1.07E+06,0.00E+00,2.26E+05,,,1,1,1,1,1,0,0,Carbamidomethylation,42748,Septin-5 OS=Mus musculus GN=Sept5 PE=1 SV=2
1704,1764,P97300|NPTN_MOUSE,61.76,5,0,5,5,0,0,,1.03E+06,1.01E+06,,,1,1,0,1,1,0,0,Carbamidomethylation,44373,Neuroplastin OS=Mus musculus GN=Nptn PE=1 SV=3
1587,2086,P02802|MT1_MOUSE,61.56,33,0,33,0,33,33,,7.08E+03,,2.53E+03,1.46E+04,1,1,0,1,0,1,1,Carbamidomethylation,6018,Metallothionein-1 OS=Mus musculus GN=Mt1 PE=1 SV=1
1586,2065,Q9D6M3|GHC1_MOUSE,61.51,6,6,0,6,0,6,7.86E+05,,3.02E+05,,1.14E+06,1,1,1,0,1,0,1,,34670,Mitochondrial glutamate carrier 1 OS=Mus musculus GN=Slc25a22 PE=1 SV=1
2075,1806,Q9D5V5|CUL5_MOUSE,61.51,3,3,0,0,0,0,1.01E+06,,,,,1,1,1,0,0,0,0,,90974,Cullin-5 OS=Mus musculus GN=Cul5 PE=1 SV=3
2223,2077,Q9WU28|PFD5_MOUSE,61.5,12,0,0,0,0,12,,,,,6.29E+05,1,1,0,0,0,0,1,,17356,Prefoldin subunit 5 OS=Mus musculus GN=Pfdn5 PE=1 SV=1
1831,2079,P60904|DNJC5_MOUSE,61.5,8,8,0,8,0,0,1.70E+06,,1.58E+06,,,1,1,1,0,1,0,0,,22101,DnaJ homolog subfamily C member 5 OS=Mus musculus GN=Dnajc5 PE=1 SV=1
1411,2066,Q9D883|U2AF1_MOUSE,61.47,8,8,8,0,8,0,5.72E+06,2.57E+06,,2.07E+06,,1,1,2,1,0,1,0,Deamidation (NQ),27815,Splicing factor U2AF 35 kDa subunit OS=Mus musculus GN=U2af1 PE=1 SV=4
1554,1645,Q8CCH2|NHLC3_MOUSE,61.42,6,4,2,0,2,0,1.40E+06,1.93E+06,,1.84E+06,,2,2,1,1,0,1,0,,38196,NHL repeat-containing protein 3 OS=Mus musculus GN=Nhlrc3 PE=1 SV=1
2059,1758,Q64345|IFIT3_MOUSE,61.42,4,4,0,0,0,0,4.34E+05,,,,,1,1,1,0,0,0,0,Carbamidomethylation,47223,Interferon-induced protein with tetratricopeptide repeats 3 OS=Mus musculus GN=Ifit3 PE=1 SV=1
2069,1791,P02463|CO4A1_MOUSE,61.28,1,0,1,0,0,0,,5.46E+06,,,,1,1,0,1,0,0,0,,160679,Collagen alpha-1(IV) chain OS=Mus musculus GN=Col4a1 PE=1 SV=4
2226,2082,Q9Z0Y1|DCTN3_MOUSE,61.24,9,0,0,9,0,0,,,1.91E+05,,,1,1,0,0,1,0,0,Carbamidomethylation,20978,Dynactin subunit 3 OS=Mus musculus GN=Dctn3 PE=1 SV=2
2218,2067,Q3TJZ6|FA98A_MOUSE,61.23,3,3,0,0,0,0,1.45E+06,,,,,1,1,1,0,0,0,0,Carbamidomethylation,55055,Protein FAM98A OS=Mus musculus GN=Fam98a PE=1 SV=1
1775,1618,P62911|RL32_MOUSE,61.15,19,11,0,7,0,0,1.50E+06,,4.63E+06,,,2,2,1,0,1,0,0,Carbamidomethylation,15860,60S ribosomal protein L32 OS=Mus musculus GN=Rpl32 PE=1 SV=2
2219,2068,Q9DAA6|EXOS1_MOUSE,61.13,8,8,0,0,0,0,5.54E+05,,,,,1,1,1,0,0,0,0,Carbamidomethylation,21424,Exosome complex component CSL4 OS=Mus musculus GN=Exosc1 PE=1 SV=1
1832,2087,Q9JKW0|AR6P1_MOUSE,61.04,14,0,0,14,14,0,,,1.30E+06,8.41E+05,,1,1,0,0,1,1,0,,23437,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Mus musculus GN=Arl6ip1 PE=1 SV=1
1711,1789,P09242|PPBT_MOUSE,60.93,2,0,0,2,2,0,,,2.51E+05,3.66E+05,,1,1,0,0,1,1,0,,57514,Alkaline phosphatase  tissue-nonspecific isozyme OS=Mus musculus GN=Alpl PE=1 SV=2
1637,1634,Q61391|NEP_MOUSE,60.86,3,0,3,0,0,0,,8.72E+06,,,,2,2,0,2,0,0,0,,85702,Neprilysin OS=Mus musculus GN=Mme PE=1 SV=3
1277,2088,Q9CZB0|C560_MOUSE,60.83,9,9,0,9,9,0,6.73E+05,,7.52E+06,6.50E+06,,1,1,1,0,2,2,0,,18382,Succinate dehydrogenase cytochrome b560 subunit  mitochondrial OS=Mus musculus GN=Sdhc PE=1 SV=1
1781,1665,Q9DCA5|BRX1_MOUSE,60.77,6,0,4,0,0,2,,2.13E+06,,,8.35E+05,2,2,0,1,0,0,1,,41241,Ribosome biogenesis protein BRX1 homolog OS=Mus musculus GN=Brix1 PE=1 SV=3
1480,1357,Q8BK63|KC1A_MOUSE,60.6,8,0,4,0,8,0,,2.03E+06,,3.26E+06,,2,2,0,1,0,2,0,,38915,Casein kinase I isoform alpha OS=Mus musculus GN=Csnk1a1 PE=1 SV=2
1838,2114,P62892|RL39_MOUSE,60.47,20,20,0,20,0,0,5.75E+06,,4.63E+06,,,1,1,1,0,1,0,0,,6407,60S ribosomal protein L39 OS=Mus musculus GN=Rpl39 PE=1 SV=2
2231,2090,Q8K5B2|MCFD2_MOUSE,60.42,12,0,0,12,0,0,,,2.43E+06,,,1,1,0,0,1,0,0,,16168,Multiple coagulation factor deficiency protein 2 homolog OS=Mus musculus GN=Mcfd2 PE=1 SV=1
2236,2099,Q8BKS9|PUM3_MOUSE,60.38,3,0,0,0,3,0,,,,2.40E+05,,1,1,0,0,0,1,0,,72800,Pumilio homolog 3 OS=Mus musculus GN=Pum3 PE=1 SV=2
1768,1593,Q61187|TS101_MOUSE,60.3,7,0,0,3,4,0,,,6.70E+05,2.00E+06,,2,2,0,0,1,1,0,Deamidation (NQ),44124,Tumor susceptibility gene 101 protein OS=Mus musculus GN=Tsg101 PE=1 SV=2
2232,2091,Q9DCE5|PK1IP_MOUSE,60.27,5,0,0,5,0,0,,,8.26E+05,,,1,1,0,0,1,0,0,Carbamidomethylation,42116,p21-activated protein kinase-interacting protein 1 OS=Mus musculus GN=Pak1ip1 PE=1 SV=2
2230,2089,P51612|XPC_MOUSE,60.26,3,0,0,0,0,3,,,,,4.38E+04,1,1,0,0,0,0,1,,104522,DNA repair protein complementing XP-C cells homolog OS=Mus musculus GN=Xpc PE=1 SV=2
1830,2078,Q8R1A4|DOCK7_MOUSE,60.21,1,1,0,0,0,1,3.45E+05,,,,1.99E+05,1,1,1,0,0,0,1,,241436,Dedicator of cytokinesis protein 7 OS=Mus musculus GN=Dock7 PE=1 SV=3
2235,2097,P31725|S10A9_MOUSE,60.18,12,0,12,0,0,0,,4.71E+05,,,,1,1,0,1,0,0,0,,13049,Protein S100-A9 OS=Mus musculus GN=S100a9 PE=1 SV=3
2237,2100,Q9D0R8|LSM12_MOUSE,60.05,7,0,0,0,7,0,,,,3.54E+06,,1,1,0,0,0,1,0,,21701,Protein LSM12 homolog OS=Mus musculus GN=Lsm12 PE=1 SV=1
2224,2080,Q9CQY5|MAGT1_MOUSE,60.01,4,4,0,0,0,0,6.35E+05,,,,,1,1,1,0,0,0,0,,37970,Magnesium transporter protein 1 OS=Mus musculus GN=Magt1 PE=1 SV=1
1721,1852,Q9CZX9|EMC4_MOUSE,59.98,9,0,9,0,0,9,,2.31E+06,,,2.55E+06,1,1,0,1,0,0,1,,20117,ER membrane protein complex subunit 4 OS=Mus musculus GN=Emc4 PE=1 SV=1
1833,2092,O35309|NMI_MOUSE,59.64,5,0,0,0,5,5,,,,4.69E+06,1.71E+06,1,1,0,0,0,1,1,,35236,N-myc-interactor OS=Mus musculus GN=Nmi PE=1 SV=1
2234,2096,Q99J45|NRBP_MOUSE,59.58,3,0,0,3,0,0,,,2.15E+05,,,1,1,0,0,1,0,0,,59866,Nuclear receptor-binding protein OS=Mus musculus GN=Nrbp1 PE=1 SV=1
1412,2109,Q9CSU0|RPR1B_MOUSE,59.48,10,10,10,10,0,10,9.67E+05,8.54E+05,7.03E+05,,5.12E+05,1,1,1,1,1,0,1,,36884,Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Mus musculus GN=Rprd1b PE=1 SV=2
1265,1670,P09528|FRIH_MOUSE,59.47,10,6,4,10,0,4,3.08E+06,2.84E+06,8.87E+06,,5.40E+06,2,2,1,1,2,0,1,,21067,Ferritin heavy chain OS=Mus musculus GN=Fth1 PE=1 SV=2
2081,1824,Q8CGC6|RBM28_MOUSE,59.26,3,0,0,0,0,3,,,,,5.08E+04,1,1,0,0,0,0,1,,84214,RNA-binding protein 28 OS=Mus musculus GN=Rbm28 PE=1 SV=4
2233,2095,Q9Z2A5|ATE1_MOUSE,59.25,3,0,0,0,0,3,,,,,6.65E+05,1,1,0,0,0,0,1,,59146,Arginyl-tRNA--protein transferase 1 OS=Mus musculus GN=Ate1 PE=1 SV=2
1834,2094,Q8BGS2|BOLA2_MOUSE,59.23,22,0,0,0,0,22,,,,,8.21E+06,1,1,0,0,0,0,2,Carbamidomethylation,10215,BolA-like protein 2 OS=Mus musculus GN=Bola2 PE=1 SV=1
1835,2098,P36993|PPM1B_MOUSE,59.09,5,5,0,5,0,0,8.00E+05,,4.53E+05,,,1,1,1,0,1,0,0,Carbamidomethylation,42795,Protein phosphatase 1B OS=Mus musculus GN=Ppm1b PE=1 SV=1
1588,2101,Q9CQ54|NDUC2_MOUSE,59.05,11,0,11,0,11,11,,2.95E+06,,3.48E+06,3.63E+06,1,1,0,1,0,1,1,,14164,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus GN=Ndufc2 PE=1 SV=1
2238,2103,Q9D0W5|PPIL1_MOUSE,59.05,10,0,0,0,10,0,,,,2.35E+06,,1,1,0,0,0,1,0,,18237,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Mus musculus GN=Ppil1 PE=1 SV=1
